id,name,num_bedrooms,bedroom_type,num_of_beds,num_of_bathrooms,bathroom_type,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
51864768,Hotel in New York,1,bedroom,2,1,private,Millennium Broadway,Manhattan,Theater District,40.75755,-73.98573,Private room,185,1,761,1/5/2024,27.88,6,0,463,Exempt
35545434,Boutique hotel in New York,1,bedroom,1,1,private,Chelsea Inn Hotel,Manhattan,Chelsea,40.73968,-73.99494,Private room,145,1,717,1/5/2024,14.61,5,0,90,Exempt
51864614,Hotel in New York,1,bedroom,1,1,private,Millennium Broadway,Manhattan,Theater District,40.75593,-73.98531,Private room,153,1,341,1/5/2024,12.18,6,0,292,Exempt
54068618,Condo in New York,1,bedroom,1,1,shared,Trenton,Manhattan,East Harlem,40.80582,-73.93971,Private room,60,1,132,1/5/2024,5.4,1,216,70,OSE-STRREG-0000691
29831517,Home in Brooklyn,1,bedroom,1,1,private,Rena,Brooklyn,Canarsie,40.64438,-73.89096,Private room,71,2,325,1/5/2024,5.25,1,136,62,OSE-STRREG-0000173
9.93466E+17,Townhouse in Brooklyn,1, Studio ,1,1,bath,Emmanuel,Brooklyn,East Flatbush,40.63739,-73.9363578,Private room,88,2,7,1/5/2024,5,1,358,7,OSE-STRREG-0000787
9.65996E+17,Rental unit in Brooklyn,1,bedroom,1,1,private,Mia,Brooklyn,Bedford-Stuyvesant,40.69101445,-73.92597219,Private room,105,5,10,1/5/2024,4.92,4,179,10,Exempt
7.52922E+17,Home in Brooklyn,1,bedroom,2,1,private,Menachem,Brooklyn,Flatbush,40.63294,-73.96509,Private room,146,2,66,1/5/2024,4.66,2,0,55,OSE-STRREG-0000540
53281228,Rental unit in New York,1,bedroom,2,1,shared,Koichi,Manhattan,Gramercy,40.73513,-73.98785,Private room,60,5,115,1/5/2024,4.49,21,32,55,Exempt
9.68982E+17,Home in Queens,1,bedroom,1,1,private,Damian,Queens,Jamaica,40.68430636,-73.76161844,Private room,130,1,6,1/5/2024,4.29,1,268,6,OSE-STRREG-0000780
9.8408E+17,Rental unit in New York,2,bedrooms,2,2,baths,J,Manhattan,Hell's Kitchen,40.75963359,-73.99949139,Entire home/apt,431,3,12,1/5/2024,4.19,1,242,12,OSE-STRREG-0009871
6.78213E+17,Guest suite in Queens,2,bedrooms,3,1,bath,Naomi,Queens,Arverne,40.59614,-73.7942,Entire home/apt,95,1,71,1/5/2024,4.06,1,166,45,OSE-STRREG-0000478
8.36144E+17,Rental unit in New York,1,bedroom,1,1,bath,Mint House At 70 Pine,Manhattan,Financial District,40.70704594,-74.00860779,Entire home/apt,282,1,222,1/5/2024,4,8,347,33,Exempt
7.13697E+17,Townhouse in Astoria,1,bedroom,1,1,private,Spencer,Queens,Ditmars Steinway,40.77272,-73.90865,Private room,100,2,61,1/5/2024,3.98,1,195,46,OSE-STRREG-0000617
43856156,Rental unit in Queens,1,bedroom,2,1,bath,Ayana,Queens,St. Albans,40.6881946,-73.7651839,Entire home/apt,87,1,73,1/5/2024,3.71,1,333,20,OSE-STRREG-0000960
1.02452E+18,Rental unit in New York,1,bedroom,1,1,bath,Ayodeji,Manhattan,Harlem,40.81434181,-73.94263599,Private room,90,1,5,1/5/2024,3.33,5,88,5,Exempt
9.55842E+17,Guesthouse in Brooklyn,1,bedroom,2,1,bath,BnB,Brooklyn,Sunset Park,40.63493,-74.01232,Entire home/apt,170,1,10,1/5/2024,3.13,1,273,10,Exempt
1.03049E+18,Rental unit in New York,3,bedrooms,5,2,baths,Manuel,Manhattan,West Village,40.73676275,-73.99907621,Entire home/apt,471,5,4,1/5/2024,3.08,1,323,4,Exempt
18473439,Townhouse in Brooklyn,1,bedroom,1,1,shared,Jason,Brooklyn,Borough Park,40.63955,-73.98251,Private room,50,2,229,1/5/2024,2.83,2,0,46,OSE-STRREG-0000007
1.01539E+18,Rental unit in Queens,1,bedroom,2,1,bath,Eugene,Queens,Astoria,40.7645,-73.91758,Entire home/apt,149,5,4,1/5/2024,2.5,1,55,4,Exempt
40080502,Tiny home in Brooklyn,1,bedroom,2,1,private,Sheila,Brooklyn,Bedford-Stuyvesant,40.68448,-73.94401,Private room,73,2,121,1/5/2024,2.47,1,121,49,OSE-STRREG-0000983
37325442,Home in The Bronx,1,bedroom,1,2.5,baths,Tuan,Bronx,Allerton,40.86237,-73.85278,Private room,82,2,124,1/5/2024,2.36,2,317,43,OSE-STRREG-0000011
32171100,Condo in New York,1,bedroom,1,1,shared,Josefina,Manhattan,Washington Heights,40.83661,-73.94282,Private room,110,5,133,1/5/2024,2.26,1,301,34,OSE-STRREG-0000570
8.69914E+17,Home in Queens,1,bedroom,2,1,private,Lola,Queens,Springfield Gardens,40.6704667,-73.7595302,Private room,90,1,12,1/5/2024,2.16,1,364,12,OSE-STRREG-0001041
1.03065E+18,Rental unit in New York,1,bedroom,1,1,bath,Mila Sara,Manhattan,Gramercy,40.73302907,-73.98614244,Entire home/apt,159,1,2,1/5/2024,2,3,214,2,Exempt
9.92091E+17,Rental unit in New York ,1,bedroom,2,1,bath,Kevin,Manhattan,Upper East Side,40.7757069,-73.95378115,Entire home/apt,125,5,2,1/5/2024,1.76,1,350,2,Exempt
51383927,Rental unit in Brooklyn,1,bedroom,1,1,shared,Shay,Brooklyn,Bedford-Stuyvesant,40.69016682,-73.93083225,Private room,74,1,20,1/5/2024,1.42,1,35,15,OSE-STRREG-0000751
8.88371E+17,Home in New York ,1,bedroom,4,1,private,Rick,Manhattan,Harlem,40.81511656,-73.94807043,Private room,119,3,2,1/5/2024,0.97,1,345,2,OSE-STRREG-0000116
7.09375E+17,Home in Queens,1,bedroom,1,1,shared,Yvonne,Queens,St. Albans,40.70542,-73.76568,Private room,30,30,15,1/5/2024,0.97,6,35,8,
6678082,Rental unit in Brooklyn,2,bedrooms,3,1,bath,Alexandre,Brooklyn,Bedford-Stuyvesant,40.6828,-73.93271,Entire home/apt,150,30,96,1/5/2024,0.96,1,360,1,
53935712,Rental unit in Queens,2,bedrooms,2,1,bath,Eve,Queens,Cambria Heights,40.70275,-73.73625,Entire home/apt,80,30,10,1/5/2024,0.49,2,179,8,
27015594,Serviced apartment in New York City,1, Studio ,1,1,bath,Aka,Manhattan,Midtown,40.7648,-73.9767,Entire home/apt,345,7,11,1/5/2024,0.32,16,364,7,Exempt
8.58698E+17,Bed and breakfast in Manhattan,1,bedroom,1,1,shared,Alfred,Manhattan,Chelsea,40.74972075,-73.99472395,Private room,86,1,697,1/4/2024,75.49,1,365,697,Exempt
42998636,Boutique hotel in New York,1, Studio ,1,1,shared,Millennium Premier,Manhattan,Theater District,40.75668,-73.98332,Private room,167,1,165,1/4/2024,51.03,6,341,165,Exempt
8.42859E+17,Bed and breakfast in Queens,1,bedroom,1,1.5,baths,Jhon Andres,Queens,Jamaica,40.67609784,-73.77863087,Private room,101,1,165,1/4/2024,16.67,4,0,165,OSE-STRREG-0000089
5.85382E+17,Hotel in New York,1,bedroom,1,1,private,Oyo,Manhattan,Theater District,40.759125,-73.983765,Private room,135,1,294,1/4/2024,15.89,4,364,245,Exempt
47243424,Home in Queens,1,bedroom,1,1,shared,Ramneet,Queens,South Ozone Park,40.67119,-73.81247,Private room,100,1,451,1/4/2024,12.24,4,0,175,OSE-STRREG-0000473
36239568,Boutique hotel in New York,1,bedroom,1,1,private,An Artful Hotel,Manhattan,Hell's Kitchen,40.75436,-73.99391,Private room,131,1,610,1/4/2024,12.16,18,0,293,Exempt
50702408,Rental unit in New York,1,bedroom,1,1,shared,Koichi,Manhattan,Chelsea,40.75106,-73.9969,Private room,53,3,277,1/4/2024,9.21,21,0,108,Exempt
7.50915E+17,Home in Queens,1,bedroom,1,1,shared,Ramneet,Queens,South Ozone Park,40.6720111,-73.811453,Private room,80,1,131,1/4/2024,9.18,4,0,123,OSE-STRREG-0000473
7.50935E+17,Home in Queens,1,bedroom,1,1,shared,Ramneet,Queens,South Ozone Park,40.6720111,-73.811453,Private room,80,1,120,1/4/2024,8.41,4,301,109,OSE-STRREG-0000473
9.95941E+17,casa particular in Brooklyn,1,bedroom,1,2,baths,Chef Step,Brooklyn,Bedford-Stuyvesant,40.68259,-73.94463,Private room,66,1,22,1/4/2024,8.35,4,207,22,Exempt
46354444,Rental unit in New York,1, Studio ,2,1,bath,Chelsea Inn Hotel,Manhattan,Chelsea,40.73868,-73.99456,Entire home/apt,144,1,277,1/4/2024,7.35,5,298,37,Exempt
7.87858E+17,Home in Brooklyn,2,bedrooms,8,1,private,Perri,Brooklyn,East Flatbush,40.65865,-73.93718,Private room,134,1,71,1/4/2024,7.03,1,172,71,OSE-STRREG-0000226
35808578,Home in Brooklyn,1,bedroom,1,1,shared,Rena,Brooklyn,Canarsie,40.64408,-73.89151,Private room,60,1,379,1/4/2024,6.84,1,136,115,OSE-STRREG-0000173
7.28361E+17,Rental unit in New York,3,bedrooms,3,1,bath,Andres,Manhattan,Chelsea,40.74972233,-73.99647204,Entire home/apt,570,2,98,1/4/2024,6.39,1,336,75,Exempt
1.02461E+18,Rental unit in Brooklyn,3,bedrooms,5,2,baths,Angélica,Brooklyn,Bushwick,40.70076,-73.92376,Entire home/apt,352,1,9,1/4/2024,5.74,1,330,9,Exempt
8.48606E+17,Guest suite in Brooklyn,1,bedroom,1,1,private,Paul,Brooklyn,Williamsburg,40.71474832,-73.93851886,Private room,209,3,48,1/4/2024,5.37,1,220,48,OSE-STRREG-0000118
7.08785E+17,Rental unit in New York,1,bedroom,2,1,shared,Joo Hee,Manhattan,East Harlem,40.79452703,-73.94585913,Private room,89,5,66,1/4/2024,5.35,1,0,65,OSE-STRREG-0000391
9.42108E+17,Rental unit in Brooklyn,2,bedrooms,2,2.5,baths,Kayla,Brooklyn,Bedford-Stuyvesant,40.68443,-73.9223,Entire home/apt,271,2,24,1/4/2024,5.33,1,200,24,OSE-STRREG-0000403
1.0134E+18,Serviced apartment in New York,4,bedrooms,5,1.5,baths,Blair,Manhattan,East Village,40.72708635,-73.98555789,Entire home/apt,432,3,11,1/4/2024,5.32,3,364,11,Exempt
1.02979E+18,Hotel in New York,1,bedroom,1,1,bath,Reservations,Manhattan,Theater District,40.75835,-73.98312,Hotel room,134,1,5,1/4/2024,5,201,364,5,Exempt
9.36138E+17,Townhouse in Queens,1,bedroom,1,1,shared,Vicky,Queens,Ditmars Steinway,40.77104382,-73.91218408,Private room,87,1,5,1/4/2024,5,8,330,5,OSE-STRREG-0000931
52795373,Hotel in New York,1,bedroom,1,1,private,Millennium Broadway,Manhattan,Theater District,40.75817,-73.98439,Private room,177,1,132,1/4/2024,4.92,6,333,48,Exempt
35257081,Townhouse in New York,1,bedroom,1,1,shared,Benat,Manhattan,Harlem,40.80535,-73.94661,Private room,84,1,273,1/4/2024,4.88,2,100,81,OSE-STRREG-0000147
52534281,Rental unit in New York,1, Studio ,2,1,shared,Koichi,Manhattan,Chelsea,40.75092,-73.99803,Private room,57,3,132,1/4/2024,4.79,21,0,52,Exempt
7.75445E+17,Rental unit in New York,1,bedroom,1,1,bath,George,Manhattan,Hell's Kitchen,40.76321,-73.99002,Entire home/apt,202,3,62,1/4/2024,4.77,1,137,56,Exempt
33070946,Townhouse in Brooklyn,1,bedroom,1,2,shared,Charlie And Sam,Brooklyn,Williamsburg,40.71334,-73.96591,Private room,124,1,104,1/4/2024,4.31,2,13,62,OSE-STRREG-0000095
9.35633E+17,Home in Brooklyn,1,bedroom,1,1,bath,James,Brooklyn,Canarsie,40.6385335,-73.91262999,Private room,139,3,23,1/4/2024,4.18,2,352,23,OSE-STRREG-0000332
50654386,Rental unit in Brooklyn,1,bedroom,1,1,shared,Stephen,Brooklyn,Greenpoint,40.72100893,-73.94785369,Private room,168,2,59,1/4/2024,4.18,1,309,50,OSE-STRREG-0000342
8.71076E+17,Home in Brooklyn,4,bedrooms,4,3,baths,Sara,Brooklyn,Bushwick,40.69188039,-73.9026306,Entire home/apt,212,1,4,1/4/2024,4,2,128,4,OSE-STRREG-0000694
17270768,Guest suite in Brooklyn,2,bedrooms,2,1,bath,Leslie,Brooklyn,Greenpoint,40.72491319,-73.94435047,Entire home/apt,182,2,322,1/4/2024,3.93,1,0,69,OSE-STRREG-0000624
52126679,Rental unit in Brooklyn,1,bedroom,1,1,bath,Dawn,Brooklyn,East Flatbush,40.64511,-73.92413,Entire home/apt,180,2,107,1/4/2024,3.92,1,32,43,OSE-STRREG-0000439
51504261,Hotel in New York,1,bedroom,1,1,private,Millennium Broadway,Manhattan,Theater District,40.75789,-73.9841,Private room,150,1,102,1/4/2024,3.78,6,318,78,Exempt
6.71054E+17,Home in Brooklyn,1,bedroom,1,1,private,Joy,Brooklyn,Crown Heights,40.676519,-73.9552005,Private room,150,2,23,1/4/2024,3.65,1,146,23,OSE-STRREG-0000522
8.54179E+17,Rental unit in New York,2,bedrooms,3,1,bath,Carmichael,Manhattan,Harlem,40.79919,-73.95442,Entire home/apt,211,4,25,1/4/2024,3.36,1,108,25,Exempt
9.60884E+17,Rental unit in New York,2,bedrooms,2,1,bath,Alexandra-Katherine,Manhattan,Lower East Side,40.72042306,-73.99135785,Entire home/apt,214,3,3,1/4/2024,3,2,157,3,Exempt
5298896,Loft in New York,1,bedroom,1,1,shared,Luke,Manhattan,Financial District,40.70419,-74.01127,Private room,135,5,261,1/4/2024,2.96,1,186,44,OSE-STRREG-0000105
8.36118E+17,Rental unit in New York,1,bedroom,2,1,bath,Mint House At 70 Pine,Manhattan,Financial District,40.70690842,-74.00880929,Entire home/apt,301,1,172,1/4/2024,2.87,8,349,67,Exempt
53970963,Home in Queens,1,bedroom,1,1,shared,Rosianie,Queens,Bayswater,40.61092,-73.76805,Private room,52,3,69,1/4/2024,2.8,2,54,44,OSE-STRREG-0000248
9.85791E+17,Rental unit in New York,2,bedrooms,2,2,baths,Gabriela,Manhattan,Hell's Kitchen,40.76102,-73.99982,Entire home/apt,381,3,9,1/4/2024,2.67,1,234,9,OSE-STRREG-0076590
9.79846E+17,Rental unit in New York,2,bedrooms,2,1.5,baths,Lornita,Manhattan,Hell's Kitchen,40.76149,-73.99998,Entire home/apt,290,3,6,1/4/2024,2.57,2,242,6,OSE-STRREG-0067825
51917088,Townhouse in Brooklyn,3,bedrooms,3,1,bath,Atsuko,Brooklyn,Bedford-Stuyvesant,40.68435413,-73.91604997,Entire home/apt,257,3,67,1/4/2024,2.5,1,316,22,OSE-STRREG-0000413
52934351,Condo in Brooklyn,1,bedroom,3,1,bath,Marco,Brooklyn,Sheepshead Bay,40.60496,-73.96621,Entire home/apt,195,1,62,1/4/2024,2.31,2,0,26,OSE-STRREG-0000138
8.828E+17,Rental unit in NY,1, Studio ,2,1,bath,Suncerae,Manhattan,Washington Heights,40.83715726,-73.94175803,Entire home/apt,140,5,17,1/4/2024,2.3,2,349,17,Exempt
9.95731E+17,Home in Brooklyn,5,bedrooms,9,3.5,baths,Avraham,Brooklyn,Flatbush,40.64640857,-73.95306681,Entire home/apt,460,2,6,1/4/2024,2.17,5,214,6,Exempt
9.00211E+17,Home in Brooklyn,2,bedrooms,2,1,bath,Cynthia,Brooklyn,East New York,40.66108582,-73.8978085,Entire home/apt,160,3,16,1/4/2024,2.16,1,359,16,OSE-STRREG-0000380
1.03339E+18,Rental unit in Queens,3,bedrooms,3,2,baths,Gigi,Queens,Woodside,40.74248,-73.9109,Entire home/apt,345,1,2,1/4/2024,2,5,248,2,Exempt
7.70626E+17,Guest suite in Brooklyn,1,bedroom,1,1,bath,Shanise,Brooklyn,Bedford-Stuyvesant,40.69127,-73.95448,Entire home/apt,127,4,21,1/4/2024,1.68,1,93,19,OSE-STRREG-0000371
886808,Home in Flushing,1,bedroom,1,1.5,shared,Christina,Queens,Flushing,40.75087,-73.80999,Private room,67,1,206,1/4/2024,1.56,1,83,44,OSE-STRREG-0000017
15250033,Townhouse in Brooklyn,1,bedroom,2,1,private,Christine,Brooklyn,Prospect-Lefferts Gardens,40.65841,-73.95942,Private room,118,3,122,1/4/2024,1.43,1,251,36,OSE-STRREG-0000014
6146783,Townhouse in Brooklyn,1,bedroom,1,1,shared,Sandra,Brooklyn,Flatbush,40.63992,-73.96424,Private room,46,6,114,1/4/2024,1.2,2,45,22,OSE-STRREG-0000396
49770554,Rental unit in Brooklyn,1,bedroom,1,1,shared,George,Brooklyn,Midwood,40.61446,-73.95445,Private room,50,30,38,1/4/2024,1.19,1,93,11,
6.84825E+17,Rental unit in New York,1,bedroom,2,1,bath,Taz Yin,Manhattan,Chelsea,40.74697,-73.9909,Entire home/apt,245,3,19,1/4/2024,1.12,1,42,14,Exempt
48225044,Home in Staten Island,1,bedroom,1,1.5,shared,Wahid,Staten Island,Mariners Harbor,40.63711,-74.1694,Private room,65,2,20,1/4/2024,1.01,2,231,13,OSE-STRREG-0000155
1.02979E+18,Serviced apartment in New York,1,bedroom,1,1,bath,Reservations,Manhattan,Theater District,40.75993647,-73.98317037,Entire home/apt,156,1,1,1/4/2024,1,201,363,1,Exempt
8.66899E+17,Hotel in New York ,1,bedroom,1,1,bath,RoomPicks,Manhattan,Theater District,40.75876748,-73.98540827,Private room,156,1,1,1/4/2024,1,185,362,1,Exempt
9.82154E+17,Rental unit in New York ,2,bedrooms,2,1,bath,Gay,Manhattan,Upper East Side,40.76547218,-73.96498233,Entire home/apt,290,3,1,1/4/2024,1,1,365,1,OSE-STRREG-1042054
1.03702E+18,Home in Queens,1,bedroom,1,1,bath,Michael,Queens,Edgemere,40.59806,-73.77657,Private room,35,30,1,1/4/2024,1,3,149,1,
13004961,Rental unit in New York,1,bedroom,3,1,bath,Michelle,Manhattan,Harlem,40.80693283,-73.94565671,Entire home/apt,165,4,56,1/4/2024,0.83,10,357,13,Exempt
8.78324E+17,Hotel in New York,1,bedroom,1,1,bath,Aka,Manhattan,Midtown,40.76334376,-73.97531448,Private room,325,7,3,1/4/2024,0.71,16,364,3,Exempt
9.68922E+17,Home in The Bronx ,1,bedroom,1,1,bath,Patrick,Bronx,Allerton,40.8588,-73.8641,Private room,45,30,2,1/4/2024,0.64,8,87,2,
9.13838E+17,Home in Queens ,1, Studio ,1,1,bath,Margarita,Queens,Ditmars Steinway,40.7735014,-73.9125708,Entire home/apt,112,30,2,1/4/2024,0.63,2,237,2,
8.13009E+17,Hotel in New York ,1,bedroom,2,1,bath,Reservations,Manhattan,Lower East Side,40.71952317,-73.98692932,Hotel room,424,1,2,1/4/2024,0.58,201,361,2,Exempt
50551102,Rental unit in Brooklyn,5,bedrooms,1,4,baths,Darina,Brooklyn,Bushwick,40.70041,-73.91948,Private room,60,30,14,1/4/2024,0.46,6,365,4,
8.33971E+17,Rental unit in New York,1,bedroom,3,2,baths,Mint House At 70 Pine,Manhattan,Financial District,40.70744277,-74.00749734,Entire home/apt,483,1,24,1/4/2024,0.45,8,340,17,Exempt
11739168,Rental unit in New York,1,bedroom,1,1,bath,Stay With Vibe,Manhattan,Upper East Side,40.76984,-73.96119,Entire home/apt,79,30,31,1/4/2024,0.35,133,152,4,
7.14486E+17,Rental unit in New York,1,bedroom,2,1,bath,Nice Stay NYC,Manhattan,Midtown,40.76697,-73.98267,Entire home/apt,296,30,3,1/4/2024,0.33,9,249,3,
21709727,Townhouse in New York,3,bedrooms,3,2.5,baths,Richard,Manhattan,Harlem,40.81009,-73.9401,Entire home/apt,699,5,20,1/4/2024,0.27,2,64,6,Exempt
587740,Loft in New York,2,bedrooms,1,1.5,baths,Tom & Jennifer,Manhattan,SoHo,40.72215,-74.00416,Entire home/apt,202,30,24,1/4/2024,0.17,1,364,2,
26953399,Rental unit in New York,1,bedroom,1,1,bath,Aka Times Square,Manhattan,Midtown,40.75595,-73.98326,Entire home/apt,306,7,4,1/4/2024,0.16,8,364,3,Exempt
5.85368E+17,Hotel in New York,1,bedroom,2,1,private,Oyo,Manhattan,Theater District,40.759125,-73.983765,Private room,162,1,120,1/3/2024,8.76,4,331,117,Exempt
9.60258E+17,Home in Queens,1,bedroom,1,1.5,baths,Chijioke,Queens,Laurelton,40.678467,-73.743633,Private room,79,1,26,1/3/2024,8.21,1,85,26,OSE-STRREG-0000438
8.62649E+17,Rental unit in New York,1,bedroom,2,1,bath,Mario,Manhattan,Chelsea,40.75071962,-73.99581707,Entire home/apt,464,3,61,1/3/2024,6.65,1,214,61,Exempt
8.36393E+17,Rental unit in Queens,1,bedroom,1,1,shared,Daniela,Queens,Sunnyside,40.7447483,-73.9223893,Private room,100,1,60,1/3/2024,6.59,1,0,60,OSE-STRREG-0000217
46582283,Townhouse in New York,1,bedroom,1,1,shared,Benat,Manhattan,Harlem,40.80462,-73.94609,Private room,118,1,225,1/3/2024,6.03,2,324,80,OSE-STRREG-0000147
8.78579E+17,Rental unit in Brooklyn,1, Studio ,1,1,bath,Romel,Brooklyn,Canarsie,40.64085407,-73.90996878,Private room,140,3,45,1/3/2024,6.03,2,358,45,OSE-STRREG-0000443
1.0252E+18,Rental unit in Brooklyn,1,bedroom,1,1,bath,Michael,Brooklyn,Bedford-Stuyvesant,40.68305105,-73.93355912,Entire home/apt,183,2,7,1/3/2024,6,1,227,7,OSE-STRREG-0000767
13724284,Guest suite in Brooklyn,1,bedroom,3,1,bath,Samuel,Brooklyn,Prospect-Lefferts Gardens,40.65642,-73.95937,Entire home/apt,118,1,542,1/3/2024,5.94,1,315,70,OSE-STRREG-0000107
49925408,Home in Brooklyn,2,bedrooms,2,1,bath,Asiatic,Brooklyn,East Flatbush,40.63487,-73.93241,Entire home/apt,126,3,187,1/3/2024,5.89,1,229,65,OSE-STRREG-0000214
7.99531E+17,Rental unit in Brooklyn,2,bedrooms,2,1,bath,Romel,Brooklyn,Canarsie,40.6420272,-73.9090791,Entire home/apt,129,3,67,1/3/2024,5.74,2,334,67,OSE-STRREG-0000443
1.00879E+18,Home in New York,1,bedroom,3,1,bath,J,Manhattan,Hell's Kitchen,40.76143554,-73.99811204,Entire home/apt,259,3,8,1/3/2024,5.71,1,211,8,OSE-STRREG-0000320
9.01609E+17,Rental unit in Bronx,2,bedrooms,2,1,private,Jessica,Bronx,Claremont Village,40.8362512,-73.9086569,Private room,151,2,38,1/3/2024,5.59,1,327,38,OSE-STRREG-0000508
6.5495E+17,Rental unit in Brooklyn,1,bedroom,1,1,private,The Morency Group,Brooklyn,Canarsie,40.63034,-73.90366,Private room,112,2,84,1/3/2024,5.53,3,145,58,OSE-STRREG-0001013
6.43037E+17,Condo in Brooklyn,2,bedrooms,2,1,bath,Hiral,Brooklyn,Park Slope,40.66978,-73.98259,Entire home/apt,80,30,96,1/3/2024,5.26,1,153,53,
27866657,Townhouse in Brooklyn,1,bedroom,1,1,shared,Julie,Brooklyn,East Flatbush,40.65062,-73.95227,Private room,68,1,336,1/3/2024,5.16,2,0,103,OSE-STRREG-0000134
1.02503E+18,Rental unit in New York,2,bedrooms,2,1,bath,Blair,Manhattan,Greenwich Village,40.72800688,-74.00113186,Entire home/apt,319,3,5,1/3/2024,5,3,49,5,Exempt
1.02814E+18,Rental unit in Queens,1,bedroom,1,1,bath,Filiz,Queens,Ridgewood,40.70629435,-73.89920392,Private room,55,1,6,1/3/2024,5,8,7,6,Exempt
1.03695E+18,Rental unit in New York,2,bedrooms,2,1,bath,Sanja And Victor,Manhattan,Chinatown,40.71808,-73.99675,Entire home/apt,217,3,5,1/3/2024,5,1,130,5,Exempt
9.9299E+17,Rental unit in Brooklyn,2,bedrooms,2,1,bath,German,Brooklyn,Bedford-Stuyvesant,40.6898982,-73.93997336,Entire home/apt,238,3,9,1/3/2024,4.91,2,249,9,Exempt
53850635,Rental unit in Brooklyn,1,bedroom,3,1,bath,David,Brooklyn,Sunset Park,40.66078,-73.98929,Entire home/apt,174,2,115,1/3/2024,4.73,1,250,52,OSE-STRREG-0000166
7.16036E+17,Townhouse in New York,1,bedroom,3,1,bath,Christine,Manhattan,Harlem,40.82576677,-73.9451735,Entire home/apt,123,1,70,1/3/2024,4.48,2,356,56,Exempt
8.97442E+17,Home in Queens,1,bedroom,3,1,bath,Steven,Queens,Ozone Park,40.68444,-73.8392,Entire home/apt,81,30,29,1/3/2024,4.2,2,365,29,
8704528,Condo in Brooklyn,1,bedroom,1,1,private,Marjorie,Brooklyn,Red Hook,40.67695403,-74.01460717,Private room,65,1,415,1/3/2024,4.17,1,113,68,OSE-STRREG-0000281
9.90666E+17,Bed and breakfast in New York,1,bedroom,1,1,bath,Taz,Manhattan,Hell's Kitchen,40.75659526,-73.99063446,Private room,94,1,13,1/3/2024,4.15,4,86,13,Exempt
47050614,Rental unit in New York,1, Studio ,1,1,bath,Elevate Properties,Manhattan,Hell's Kitchen,40.7612476,-73.9918935,Entire home/apt,101,2,150,1/3/2024,4.04,7,288,25,Exempt
48637923,Rental unit in Queens,1,bedroom,1,1,shared,Filiz,Queens,Ridgewood,40.711746,-73.919334,Private room,59,1,138,1/3/2024,4.03,8,17,45,Exempt
1.02248E+18,Rental unit in Brooklyn,2,bedrooms,3,1.5,baths,Denise,Brooklyn,Bedford-Stuyvesant,40.68317252,-73.95179548,Entire home/apt,177,1,4,1/3/2024,4,1,210,4,Exempt
1.03367E+18,Rental unit in New York,2,bedrooms,4,1,bath,Karter,Manhattan,West Village,40.73076,-74.00381,Entire home/apt,328,5,4,1/3/2024,4,1,242,4,Exempt
1.03627E+18,Rental unit in Brooklyn,1,bedroom,1,1.5,baths,Myla,Brooklyn,Brighton Beach,40.57886,-73.96282,Private room,89,1,4,1/3/2024,4,4,364,4,Exempt
8.12942E+17,Home in Queens,1,bedroom,1,1,shared,Luosong,Queens,Woodside,40.756944,-73.903846,Private room,83,1,43,1/3/2024,3.94,2,0,43,OSE-STRREG-0000477
53111559,Serviced apartment in New York,2,bedrooms,2,1,bath,Aka Times Square,Manhattan,Theater District,40.75778,-73.98528,Entire home/apt,437,7,16,1/3/2024,3.87,8,364,16,Exempt
8.12181E+17,Guest suite in Queens,2,bedrooms,2,1,bath,Arman,Queens,Astoria,40.76822415,-73.92751593,Entire home/apt,220,2,40,1/3/2024,3.85,1,173,40,OSE-STRREG-0000219
41078843,Rental unit in Queens,3,bedrooms,4,1,private,Alejandro,Brooklyn,Bushwick,40.70396,-73.91655,Private room,183,1,185,1/3/2024,3.79,1,272,64,OSE-STRREG-0000829
9.66016E+17,Rental unit in Brooklyn,1,bedroom,1,1,shared,Mia,Brooklyn,Bedford-Stuyvesant,40.69222158,-73.92749343,Private room,106,5,8,1/3/2024,3.75,2,224,8,Exempt
7.80582E+17,Condo in Queens,1,bedroom,1,1.5,shared,Maria,Queens,Jackson Heights,40.7550901,-73.876501,Private room,102,1,45,1/3/2024,3.64,1,339,44,OSE-STRREG-0000211
54352197,Home in Queens,1,bedroom,1,1,private,Hiokit,Queens,Glendale,40.70417,-73.88415,Private room,93,2,85,1/3/2024,3.59,2,58,35,OSE-STRREG-0000140
1.01028E+18,Rental unit in New York,1, Studio ,1,1,bath,Ray,Manhattan,Lower East Side,40.71924,-73.99072,Entire home/apt,145,3,5,1/3/2024,3.57,2,171,5,Exempt
9.80616E+17,Rental unit in New York,3,bedrooms,3,2,baths,Maison,Manhattan,Upper East Side,40.7609225,-73.95931231,Entire home/apt,524,2,11,1/3/2024,3.51,5,239,11,Exempt
8.43567E+17,Rental unit in Queens,1,bedroom,1,1,private,Jose,Queens,Woodhaven,40.69370375,-73.85069947,Private room,120,3,30,1/3/2024,3.46,1,171,30,OSE-STRREG-0000466
9.85801E+17,Rental unit in New York,2,bedrooms,2,2,baths,Luis,Manhattan,Hell's Kitchen,40.76184531,-73.99988386,Entire home/apt,383,3,9,1/3/2024,3.46,3,255,9,OSE-STRREG-0091251
