id,name,num_bedrooms,bedroom_type,num_of_beds,num_of_bathrooms,bathroom_type,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
18429435,Boutique hotel in Queens,2,bedrooms,1,1,private,Boro Hotel,Queens,Long Island City,40.75522,-73.93651,Private room,235,1,28,11/30/2023,0.36,2,90,3,OSE-STRREG-4539428
48989915,Home in Brooklyn,1,bedroom,1,1,shared,Masaaki,Brooklyn,Crown Heights,40.67728,-73.9458,Private room,44,30,8,11/30/2023,0.36,10,195,4,
49114251,Rental unit in Brooklyn,1,bedroom,1,1,bath,Aeysha B And Blas-Off,Brooklyn,Bushwick,40.68894,-73.91908,Private room,44,30,10,11/30/2023,0.35,5,365,3,
6.90457E+17,Rental unit in Brooklyn,2,bedrooms,2,1,bath,Telmo,Brooklyn,Bushwick,40.70064,-73.91271,Entire home/apt,115,30,5,11/30/2023,0.35,9,365,4,
54210008,Rental unit in New York,1,bedroom,1,1,shared,Mike,Manhattan,Harlem,40.824,-73.94862,Private room,65,30,5,11/30/2023,0.34,3,363,4,
41637801,Rental unit in New York,1, Studio ,1,1,bath,Chaya,Manhattan,Upper West Side,40.78538,-73.97074,Entire home/apt,120,30,12,11/30/2023,0.33,2,210,4,
2254817,Rental unit in New York,1, Studio ,1,1,bath,Kourosh,Manhattan,Upper East Side,40.77077,-73.9599,Entire home/apt,97,30,20,11/30/2023,0.32,1,310,5,
6.80341E+17,Rental unit in Brooklyn,3,bedrooms,3,2,baths,Noomi,Brooklyn,Williamsburg,40.7144003,-73.9496825,Entire home/apt,201,30,5,11/30/2023,0.32,32,365,3,
7.31194E+17,Rental unit in New York,1,bedroom,1,1,private,Shiloh,Manhattan,Stuyvesant Town,40.73247279,-73.97452911,Private room,88,30,4,11/30/2023,0.31,1,81,3,
17561119,Rental unit in New York,1,bedroom,1,1,bath,Gordon,Manhattan,Midtown,40.7603,-73.96462,Entire home/apt,109,30,22,11/30/2023,0.3,6,141,5,
6.95278E+17,Rental unit in Brooklyn,1,bedroom,2,1,shared,Roberto,Brooklyn,East New York,40.67092,-73.87817,Private room,61,30,4,11/30/2023,0.3,7,310,3,
7.60794E+17,Rental unit in New York,1,bedroom,1,1,bath,Ann,Manhattan,Lower East Side,40.71863,-73.98795,Entire home/apt,112,30,4,11/30/2023,0.3,1,365,2,
53766143,Rental unit in New York,1, Studio ,1,1,bath,Jeniffer,Manhattan,Hell's Kitchen,40.76747,-73.98942,Entire home/apt,120,30,6,11/30/2023,0.29,139,272,2,
6.47706E+17,Rental unit in New York,1,bedroom,1,1,bath,Ivy,Manhattan,Upper East Side,40.77974,-73.95013,Entire home/apt,180,30,5,11/30/2023,0.29,1,305,2,
24735722,Home in Brooklyn ,1,bedroom,1,2,shared,Masud,Brooklyn,Cypress Hills,40.68408,-73.87889,Private room,33,30,19,11/30/2023,0.28,7,351,1,
36322141,Rental unit in New York,3,bedrooms,1,1,shared,Qai,Manhattan,Harlem,40.80289,-73.95361,Private room,79,30,15,11/30/2023,0.28,2,270,4,
54303183,Rental unit in New York,1,bedroom,1,1.5,baths,Gisele,Manhattan,Washington Heights,40.84219,-73.9404,Private room,55,30,4,11/30/2023,0.28,35,242,3,
7.14327E+17,Serviced apartment in Queens,1,bedroom,2,1,bath,Mo,Queens,Bellerose,40.73167,-73.7371,Entire home/apt,97,30,4,11/30/2023,0.27,4,339,2,
7.24176E+17,Rental unit in Brooklyn,1,bedroom,1,1.5,shared,Rachel,Brooklyn,Bedford-Stuyvesant,40.694,-73.94444,Private room,87,30,4,11/30/2023,0.27,5,334,2,
33705274,Rental unit in New York,1,bedroom,1,1,shared,Susan,Manhattan,Upper West Side,40.78849,-73.97644,Private room,90,30,15,11/30/2023,0.26,1,75,5,
38603451,Rental unit in New York,1,bedroom,1,1,bath,AFI Apartments,Manhattan,Upper East Side,40.7731,-73.95783,Entire home/apt,100,30,5,11/30/2023,0.26,31,365,2,
37329889,Rental unit in New York,2,bedrooms,2,1,bath,Paradise Suites,Manhattan,Upper East Side,40.76083,-73.96002,Entire home/apt,110,30,13,11/30/2023,0.25,37,335,5,
7.10604E+17,Rental unit in New York,1,bedroom,1,1,shared,Santiago,Manhattan,East Harlem,40.79202,-73.93882,Private room,45,30,4,11/30/2023,0.25,6,159,2,
42473749,Rental unit in Brooklyn,1,bedroom,1,1,bath,Nicole,Brooklyn,Bushwick,40.6954,-73.91298,Entire home/apt,100,30,11,11/30/2023,0.24,1,34,2,
27967580,Townhouse in Queens,1,bedroom,1,2,shared,Kaz,Queens,Sunnyside,40.73733,-73.92165,Private room,18,30,15,11/30/2023,0.23,93,261,6,
38624439,Rental unit in New York,2,bedrooms,2,1,bath,Paradise Suites,Manhattan,Upper East Side,40.75965,-73.96125,Entire home/apt,120,30,7,11/30/2023,0.22,37,352,4,
28971865,Serviced apartment in Brooklyn,1,bedroom,1,1,shared,Jci,Brooklyn,Bedford-Stuyvesant,40.68587,-73.94995,Private room,125,30,13,11/30/2023,0.21,2,362,3,
29025649,Rental unit in Brooklyn,1,bedroom,1,1,bath,Irina,Brooklyn,Sunset Park,40.63915,-74.01859,Entire home/apt,91,30,13,11/30/2023,0.21,1,113,5,
7.23878E+17,Rental unit in New York ,1, Studio ,2,1,bath,MyNyHousing,Manhattan,Chelsea,40.73973,-73.9995,Entire home/apt,90,30,2,11/30/2023,0.21,60,340,2,
5.54283E+17,Condo in New York,1, Studio ,1,1,bath,Greg,Manhattan,East Harlem,40.78423,-73.94662,Entire home/apt,110,30,4,11/30/2023,0.2,1,336,2,
33883949,Home in The Bronx ,1,bedroom,1,1,shared,Steve,Bronx,Morris Park,40.85375,-73.85185,Private room,50,30,2,11/30/2023,0.18,6,86,2,
53357250,Rental unit in New York,1,bedroom,1,1,private,Juan,Manhattan,East Harlem,40.79361,-73.94553,Private room,100,30,3,11/30/2023,0.18,4,362,2,
53875417,Rental unit in New York,1, Studio ,1,1,bath,Karen,Manhattan,Lower East Side,40.7207,-73.99299,Entire home/apt,102,30,4,11/30/2023,0.18,10,0,3,
13669423,Rental unit in New York,1, Studio ,2,1,bath,Urban Furnished,Manhattan,Flatiron District,40.74053,-73.98627,Entire home/apt,119,30,15,11/30/2023,0.17,54,334,3,
24083125,Boutique hotel in New York,1,bedroom,1,4,shared,Reservation Desk,Manhattan,Gramercy,40.736,-73.98488,Private room,61,30,10,11/30/2023,0.15,24,302,3,
5.67258E+17,Rental unit in New York,3,bedrooms,3,1.5,baths,Avi,Manhattan,Upper West Side,40.7952,-73.96558,Entire home/apt,215,30,3,11/30/2023,0.15,91,365,2,
9232861,Rental unit in New York,1, Studio ,2,1,bath,Tny,Manhattan,Midtown,40.76021,-73.96595,Entire home/apt,140,30,12,11/30/2023,0.13,5,227,2,
34866786,Rental unit in New York,2,bedrooms,3,2,baths,MyNyHousing,Manhattan,Upper West Side,40.78868,-73.97376,Entire home/apt,200,30,5,11/30/2023,0.13,60,364,3,
8627973,Townhouse in Queens,1,bedroom,1,1,private,Hiroki,Queens,Elmhurst,40.74066,-73.87758,Private room,40,30,6,11/30/2023,0.11,267,55,1,
52316185,Rental unit in New York ,1, Studio ,2,1,bath,MyNyHousing,Manhattan,Chelsea,40.74127,-73.99956,Entire home/apt,120,30,2,11/30/2023,0.11,60,357,1,
34998955,Rental unit in New York,1, Studio ,2,1,bath,MyNyHousing,Manhattan,Murray Hill,40.74746,-73.98071,Entire home/apt,110,30,4,11/30/2023,0.1,60,344,3,
5094593,Rental unit in Queens,1,bedroom,1,1,shared,Inez,Queens,Bay Terrace,40.78797,-73.7804,Private room,99,30,8,11/30/2023,0.08,2,116,4,
7935508,Rental unit in New York,1,bedroom,1,1.5,shared,Chip,Manhattan,Harlem,40.83077621,-73.94950867,Private room,64,30,8,11/30/2023,0.08,4,299,3,
28660377,Rental unit in Brooklyn,1,bedroom,1,1,shared,Kristina,Brooklyn,Bushwick,40.70048,-73.91977,Private room,39,35,5,11/30/2023,0.08,9,332,1,
12851869,Rental unit in New York,1,bedroom,1,1,bath,Jeniffer,Manhattan,Little Italy,40.71832,-73.99863,Entire home/apt,135,30,6,11/30/2023,0.07,139,365,1,
37908288,Rental unit in New York ,3,bedrooms,2,2,baths,Fad,Manhattan,Hell's Kitchen,40.7658,-73.98611,Entire home/apt,383,30,2,11/30/2023,0.04,19,365,1,
52570981,Rental unit in New York,1,bedroom,1,1,shared,Maria,Manhattan,Theater District,40.75946,-73.98762,Private room,250,30,224,11/29/2023,8.15,1,0,81,
50933837,Home in Queens,1, Studio ,2,1,private,Alecza,Queens,St. Albans,40.7035,-73.75741,Private room,146,30,175,11/29/2023,5.86,1,365,61,
51411254,Rental unit in New York,1,bedroom,1,1,bath,Untitled,Manhattan,Lower East Side,40.72112,-73.99289,Entire home/apt,128,1,161,11/29/2023,5.54,11,356,115,Exempt
34228220,Rental unit in New York,2,bedrooms,3,1,bath,Kerri,Manhattan,Hell's Kitchen,40.75679,-73.9953,Entire home/apt,299,30,300,11/29/2023,5.27,2,0,66,
47181832,Townhouse in Brooklyn,1,bedroom,1,2,shared,Michelle,Brooklyn,Crown Heights,40.67619,-73.94666,Private room,75,30,183,11/29/2023,4.98,15,270,45,
38496782,Rental unit in Brooklyn,2,bedrooms,3,1,bath,Chris,Brooklyn,Canarsie,40.64045,-73.89297,Entire home/apt,69,30,254,11/29/2023,4.9,2,296,24,
54029520,Rental unit in Brooklyn,1,bedroom,1,1,private,Jason,Brooklyn,Williamsburg,40.71396,-73.94837,Private room,56,30,100,11/29/2023,4.81,1,148,54,
15659634,Rental unit in Brooklyn ,2,bedrooms,3,1,bath,Viki,Brooklyn,Cobble Hill,40.68455,-73.99739,Entire home/apt,155,30,341,11/29/2023,3.99,2,0,41,
53414537,Rental unit in Brooklyn,2,bedrooms,2,1,bath,Kalife,Brooklyn,Flatbush,40.63936,-73.95301,Entire home/apt,100,30,99,11/29/2023,3.85,1,365,55,
52864876,Rental unit in Brooklyn,1,bedroom,1,1,shared,Olu,Brooklyn,Crown Heights,40.6763,-73.93109,Private room,50,30,99,11/29/2023,3.69,4,322,30,
7.51034E+17,Rental unit in New York,1,bedroom,1,1,shared,Eve,Manhattan,Harlem,40.81868,-73.94103,Private room,50,30,52,11/29/2023,3.69,2,365,41,
6.05575E+17,Rental unit in Brooklyn,2,bedrooms,2,1,bath,Karlyle,Brooklyn,Crown Heights,40.67539,-73.92655,Entire home/apt,181,30,71,11/29/2023,3.4,3,270,39,
6.38455E+17,Rental unit in New York,2,bedrooms,4,1,bath,Henri,Manhattan,Midtown,40.74671,-73.98691,Entire home/apt,218,1,42,11/29/2023,3.28,13,0,41,Exempt
53199548,Rental unit in Brooklyn,1,bedroom,1,1,shared,Sheila,Brooklyn,Crown Heights,40.6665,-73.95569,Private room,89,30,81,11/29/2023,3.11,2,270,41,
45688889,Rental unit in New York,2,bedrooms,3,1,bath,Sonder (NYC),Manhattan,Financial District,40.70445,-74.01582,Entire home/apt,650,2,120,11/29/2023,3.06,84,137,9,Exempt
24162261,Rental unit in Queens,2,bedrooms,2,1,private,Fernando,Queens,Jackson Heights,40.75414,-73.85671,Private room,130,31,209,11/29/2023,3,1,174,48,
8.18962E+17,Rental unit in Brooklyn,2,bedrooms,2,1,bath,Zhaniya,Brooklyn,Bushwick,40.70062944,-73.93660918,Entire home/apt,160,30,30,11/29/2023,2.99,1,365,30,
7.12796E+17,Rental unit in Brooklyn,1,bedroom,1,1,shared,Newton,Brooklyn,Prospect-Lefferts Gardens,40.65525085,-73.95686265,Private room,89,30,47,11/29/2023,2.93,1,180,29,
49370423,Rental unit in Queens,3,bedrooms,3,2,baths,Jerry,Queens,Long Island City,40.74452,-73.95161,Entire home/apt,280,30,89,11/29/2023,2.91,2,365,31,
7.9511E+17,Rental unit in Brooklyn,1,bedroom,1,1,private,Yordanos IPG LLC,Brooklyn,Fort Greene,40.6962962,-73.9720502,Private room,165,30,34,11/29/2023,2.79,1,262,34,
37053079,Rental unit in New York,1,bedroom,1,1,bath,Michal,Manhattan,Hell's Kitchen,40.75934,-73.99339,Entire home/apt,125,30,147,11/29/2023,2.75,3,349,43,
50875290,Home in Queens,2,bedrooms,4,1,bath,Zain,Queens,Sunnyside,40.73466,-73.91724,Entire home/apt,200,30,75,11/29/2023,2.53,2,365,33,
53128684,Rental unit in New York,1,bedroom,1,1,bath,David,Manhattan,Upper West Side,40.78721,-73.97,Entire home/apt,250,30,51,11/29/2023,2.42,9,365,27,
9.65879E+17,Rental unit in New York,1, Studio ,1,1,bath,Elite Services By G&G,Manhattan,Harlem,40.80792358,-73.94210269,Entire home/apt,111,2,9,11/29/2023,2.37,5,241,9,Exempt
11437634,Rental unit in New York,1,bedroom,1,1,bath,Negra,Queens,Astoria,40.75502,-73.91622,Entire home/apt,75,30,211,11/29/2023,2.36,3,268,41,
9.28358E+17,Rental unit in New York,1, Studio ,1,1,bath,Michelle,Manhattan,Harlem,40.80686244,-73.94698957,Entire home/apt,137,4,8,11/29/2023,2.31,10,356,8,Exempt
53215556,Rental unit in Brooklyn,2,bedrooms,2,1,bath,Annie,Brooklyn,Brownsville,40.66761,-73.92066,Entire home/apt,160,30,56,11/29/2023,2.24,1,338,30,
34487247,Boutique hotel in NEW YORK,1,bedroom,1,1,private,Park Central,Manhattan,Midtown,40.7645895,-73.9809119,Private room,178,1,111,11/29/2023,2.22,7,345,5,Exempt
40192946,Home in New York,2,bedrooms,3,1,bath,Mark,Manhattan,Harlem,40.80513,-73.94999,Entire home/apt,150,30,95,11/29/2023,1.89,1,310,51,
6.63059E+17,Rental unit in Queens,3,bedrooms,3,1.5,baths,Vanessa,Queens,Rosedale,40.6626,-73.74634,Entire home/apt,175,30,34,11/29/2023,1.87,1,179,18,
5.88283E+17,Rental unit in Queens,1,bedroom,1,1,shared,Hasibur,Queens,Long Island City,40.75523,-73.91944,Private room,60,30,40,11/29/2023,1.85,1,54,16,
2069359,Rental unit in Brooklyn,1,bedroom,1,1,private,Jullien,Brooklyn,Bedford-Stuyvesant,40.67836,-73.92772,Private room,65,30,217,11/29/2023,1.81,1,364,11,
5.02887E+17,Rental unit in Brooklyn,1,bedroom,1,1,private,Tomás,Brooklyn,Bedford-Stuyvesant,40.68771,-73.9422,Private room,58,30,42,11/29/2023,1.71,1,0,20,
29391852,Rental unit in Brooklyn ,1,bedroom,1,1,shared,Patricia,Brooklyn,Bushwick,40.69536,-73.91166,Private room,70,30,94,11/29/2023,1.48,1,143,30,
42023090,Rental unit in Queens,2,bedrooms,2,1,bath,Vienna,Queens,Ridgewood,40.70022,-73.90077,Entire home/apt,168,30,63,11/29/2023,1.33,1,263,30,
53726587,Rental unit in Brooklyn,1,bedroom,1,1.5,shared,Magdiel,Brooklyn,Kensington,40.64444,-73.97688,Private room,67,30,32,11/29/2023,1.31,4,248,18,
49942554,Rental unit in New York,1,bedroom,1,1,shared,Jessie,Manhattan,Washington Heights,40.83699,-73.9441,Private room,61,30,14,11/29/2023,1.13,1,0,12,
15381675,Condo in Brooklyn,1,bedroom,1,1,private,Gabriel,Brooklyn,Bushwick,40.68811035,-73.91184235,Private room,104,30,92,11/29/2023,1.07,1,358,13,
5.64547E+17,Home in Queens,1,bedroom,1,1.5,shared,Tyler,Queens,St. Albans,40.69589,-73.76083,Private room,72,30,18,11/29/2023,0.89,2,153,6,
9.89334E+17,Rental unit in Brooklyn ,1,bedroom,1,1,bath,Tyler,Brooklyn,Williamsburg,40.71532,-73.94194,Entire home/apt,151,30,2,11/29/2023,0.86,3,74,2,
46450521,Condo in New York,1,bedroom,1,1.5,baths,Hope,Manhattan,Kips Bay,40.74176,-73.97711,Entire home/apt,214,30,29,11/29/2023,0.78,1,0,11,
1.01576E+18,Rental unit in Brooklyn,1,bedroom,1,1,shared,Jason,Brooklyn,Bay Ridge,40.63431137,-74.02256637,Private room,48,30,1,11/29/2023,0.77,5,265,1,
6.29518E+17,Rental unit in Queens ,1,bedroom,1,1,shared,Momoyo,Queens,Flushing,40.75431,-73.83531,Private room,30,30,1,11/29/2023,0.77,236,55,1,
7.63792E+17,Rental unit in Queens ,1, Studio ,1,1,bath,Lina,Queens,Long Island City,40.74748,-73.93963,Entire home/apt,134,31,1,11/29/2023,0.77,1,297,1,
9.76067E+17,Rental unit in New York ,2,bedrooms,2,1,bath,Allia,Manhattan,Upper East Side,40.77143688,-73.95566085,Entire home/apt,200,30,1,11/29/2023,0.77,13,156,1,
9.86973E+17,Rental unit in Brooklyn ,2,bedrooms,2,1,bath,Arturo,Brooklyn,Brooklyn Heights,40.70147,-73.99355,Entire home/apt,189,30,1,11/29/2023,0.77,5,55,1,
9.9362E+17,Guest suite in Queens ,1, Studio ,1,1,bath,Alicia,Queens,Flushing,40.74547617,-73.82514811,Entire home/apt,79,30,1,11/29/2023,0.77,13,336,1,
14228589,Rental unit in Brooklyn ,1,bedroom,1,1,shared,Xenia,Brooklyn,Sunset Park,40.64642,-74.00044,Private room,46,30,68,11/29/2023,0.76,3,59,5,
19568889,Rental unit in New York,1,bedroom,1,1.5,baths,Kiki,Manhattan,Harlem,40.82518,-73.94275,Private room,77,30,60,11/29/2023,0.76,1,365,3,
9.70819E+17,Rental unit in New York ,1,bedroom,1,1,bath,Tina,Manhattan,Upper East Side,40.77759,-73.95354,Entire home/apt,186,30,2,11/29/2023,0.72,67,250,2,
50350784,Rental unit in Queens,1,bedroom,1,1,shared,Nina,Queens,Rego Park,40.73408,-73.85733,Private room,72,30,20,11/29/2023,0.67,2,55,2,
25771285,Rental unit in New York,1,bedroom,1,1,shared,Crystal,Manhattan,Harlem,40.8284,-73.93931,Private room,50,30,40,11/29/2023,0.59,2,104,3,
26398894,Home in Queens,3,bedrooms,7,2,baths,Jeff,Queens,Jamaica,40.71107,-73.78388,Entire home/apt,125,30,36,11/29/2023,0.55,8,149,3,
53528553,Home in Queens,1,bedroom,1,1,shared,Ahmed,Queens,Hollis,40.71512,-73.76083,Private room,30,30,12,11/29/2023,0.52,4,147,7,
31223352,Rental unit in Brooklyn,2,bedrooms,4,1.5,baths,Luba,Brooklyn,Sheepshead Bay,40.59521,-73.94379,Entire home/apt,154,30,25,11/29/2023,0.42,1,365,4,
9.18666E+17,Townhouse in Staten Island ,3,bedrooms,4,2.5,baths,Virginia,Staten Island,Bull's Head,40.60947,-74.16976,Entire home/apt,200,30,2,11/29/2023,0.4,1,342,2,
7.57277E+17,Rental unit in New York ,2,bedrooms,2,1,bath,Jeniffer,Manhattan,Hell's Kitchen,40.7640949,-73.9937428,Entire home/apt,150,30,2,11/29/2023,0.27,139,365,2,
47512919,Rental unit in New York,1,bedroom,1,1,bath,Benjamin,Manhattan,Midtown,40.75905,-73.96246,Entire home/apt,105,30,8,11/29/2023,0.25,4,66,3,
20008527,Rental unit in New York,1,bedroom,1,2,baths,Anna Chiara,Manhattan,East Harlem,40.80388,-73.93834,Private room,47,30,14,11/29/2023,0.23,4,206,5,
52459126,Rental unit in Queens,1,bedroom,1,1,bath,Sara,Queens,Long Island City,40.75374,-73.92452,Entire home/apt,145,30,6,11/29/2023,0.23,3,362,3,
20466016,Condo in Queens,1,bedroom,1,1,bath,Alan,Queens,Flushing,40.76089,-73.82342,Entire home/apt,103,30,15,11/29/2023,0.2,11,363,2,
50575615,Home in Queens,1,bedroom,1,1,shared,Micheline,Queens,St. Albans,40.69112,-73.75455,Private room,44,30,6,11/29/2023,0.2,3,124,2,
11340694,Rental unit in New York,1, Studio ,1,1,bath,Jeniffer,Manhattan,Little Italy,40.71899,-73.99773,Entire home/apt,165,30,14,11/29/2023,0.17,139,354,2,
49113280,Rental unit in New York,1, Studio ,1,1,bath,Best Inns USA,Manhattan,Gramercy,40.73442,-73.98679,Entire home/apt,75,30,5,11/29/2023,0.15,30,109,1,
8205572,Rental unit in Brooklyn,1,bedroom,1,2.5,shared,Luis Enrique,Brooklyn,Bushwick,40.68506,-73.90756,Private room,42,30,6,11/29/2023,0.12,12,330,5,
51868865,Townhouse in Queens ,1,bedroom,1,1,shared,Hiroki,Queens,Rego Park,40.72621,-73.8571,Private room,40,30,2,11/29/2023,0.08,267,55,1,
7.86153E+17,Home in The Bronx,1,bedroom,6,1,bath,Alicia,Bronx,Concourse Village,40.834805,-73.9140538,Entire home/apt,129,30,54,11/28/2023,5.05,1,365,54,
5.72531E+17,Home in Brooklyn,1,bedroom,2,1,shared,Shemi,Brooklyn,East Flatbush,40.655579,-73.931503,Shared room,162,30,112,11/28/2023,4.98,12,180,60,
7.98309E+17,Hotel in New York,2,bedrooms,2,1,private,Bugra Han,Manhattan,Midtown,40.75540197,-73.98220618,Private room,173,2,50,11/28/2023,4.97,36,151,50,Exempt
8.65915E+17,Condo in New York,2,bedrooms,2,1,bath,Ramon,Manhattan,Harlem,40.82428165,-73.95469,Entire home/apt,175,30,40,11/28/2023,4.63,1,149,40,
54109936,Rental unit in Brooklyn,3,bedrooms,3,2,baths,Latif,Brooklyn,Crown Heights,40.67374,-73.92879,Entire home/apt,99,30,56,11/28/2023,4.02,2,32,45,
34722659,Rental unit in New York,1,bedroom,2,1,shared,Jack,Manhattan,Lower East Side,40.7147,-73.98625,Private room,95,30,225,11/28/2023,4.01,3,0,38,
5.55171E+17,Rental unit in New York,1,bedroom,1,1,bath,Ivonne,Queens,Glendale,40.69525,-73.8975,Entire home/apt,138,30,42,11/28/2023,3.91,2,277,42,
9.93468E+17,Rental unit in New York,1,bedroom,1,3,baths,Greg,Manhattan,Chelsea,40.74676615,-73.99046382,Private room,50,1,12,11/28/2023,3.87,7,0,12,Exempt
50953084,Rental unit in New York,1,bedroom,1,1,bath,Untitled,Manhattan,Nolita,40.723,-73.99358,Entire home/apt,163,1,115,11/28/2023,3.85,11,321,17,Exempt
5.72519E+17,Rental unit in New York,1,bedroom,1,1,shared,Raquel,Manhattan,East Harlem,40.79342,-73.94962,Private room,93,30,84,11/28/2023,3.8,2,362,41,
49099609,Rental unit in Brooklyn,2,bedrooms,3,1,bath,Duane,Brooklyn,Crown Heights,40.66723,-73.95919,Entire home/apt,232,30,119,11/28/2023,3.59,5,180,31,
5.93685E+17,Rental unit in Queens,4,bedrooms,5,2,baths,Coco,Queens,Flushing,40.768284,-73.831322,Entire home/apt,299,30,75,11/28/2023,3.53,3,365,32,
28838673,Guest suite in Brooklyn,2,bedrooms,2,2,baths,Julian,Brooklyn,Bedford-Stuyvesant,40.68501,-73.93801,Entire home/apt,457,30,226,11/28/2023,3.52,1,0,34,
9.49981E+17,Rental unit in Brooklyn,2,bedrooms,2,2,baths,Laura,Brooklyn,South Slope,40.66730025,-73.98623577,Entire home/apt,275,30,17,11/28/2023,3.29,1,0,17,
9.50316E+17,Rental unit in Brooklyn,1,bedroom,1,1,bath,Jacqueline,Brooklyn,Fort Greene,40.68778102,-73.96898876,Entire home/apt,165,3,15,11/28/2023,3.24,1,0,15,OSE-STRREG-0000820
9.50065E+17,Rental unit in New York,2,bedrooms,2,1,shared,A. Beatriz,Manhattan,East Harlem,40.78722912,-73.94495188,Private room,215,30,15,11/28/2023,3.21,1,65,15,
6.33146E+17,Townhouse in Brooklyn,2,bedrooms,2,1,shared,Eric,Brooklyn,Crown Heights,40.67536,-73.94105,Shared room,149,30,61,11/28/2023,3.18,1,364,38,
6.03289E+17,Home in Queens,3,bedrooms,4,2,baths,Tracey,Queens,Jamaica,40.67334326,-73.78025365,Private room,250,30,64,11/28/2023,3.15,4,0,33,
49923953,Rental unit in Brooklyn,1,bedroom,1,1,shared,Jianfeng,Brooklyn,Bushwick,40.69644,-73.92897,Private room,65,30,98,11/28/2023,3.1,2,180,34,
53120519,Home in Bronx,2,bedrooms,3,1,bath,Brent,Bronx,Morris Park,40.85195,-73.86012,Entire home/apt,228,300,68,11/28/2023,3.09,1,365,27,
1130680,Rental unit in Brooklyn,1,bedroom,2,1,private,Madison,Brooklyn,Bushwick,40.68584,-73.91186,Private room,107,30,395,11/28/2023,3.04,1,0,22,
7.37131E+17,Guest suite in Queens,1,bedroom,1,1,bath,John,Queens,Forest Hills,40.71175,-73.84642,Entire home/apt,110,30,37,11/28/2023,3.01,1,214,36,
6.4121E+17,Loft in Brooklyn,2,bedrooms,2,1,bath,Michael,Brooklyn,Fort Greene,40.6903,-73.97854,Entire home/apt,400,30,50,11/28/2023,2.97,1,343,39,
6.42204E+17,Rental unit in New York,2,bedrooms,2,1,bath,Sergo,Manhattan,Harlem,40.80626,-73.94668,Entire home/apt,295,30,53,11/28/2023,2.77,3,365,26,
12804309,Townhouse in Brooklyn,2,bedrooms,2,1,bath,Devon,Brooklyn,Clinton Hill,40.68257,-73.96061,Entire home/apt,195,30,243,11/28/2023,2.61,1,0,32,
31221559,Rental unit in Brooklyn,1,bedroom,3,1,private,Jason,Brooklyn,East Flatbush,40.6453,-73.95114,Private room,40,30,159,11/28/2023,2.61,1,139,21,
53591645,Condo in Queens,1,bedroom,1,1,private,Karen,Queens,Astoria,40.76699,-73.92317,Private room,115,30,64,11/28/2023,2.52,13,365,33,
12433088,Guest suite in Brooklyn,1,bedroom,2,1,bath,Mr Alabi,Brooklyn,Crown Heights,40.67257,-73.92646,Entire home/apt,78,30,137,11/28/2023,2.34,1,60,19,
6.16767E+17,Rental unit in Queens,3,bedrooms,3,1,bath,Marta,Queens,Astoria,40.76411,-73.90907,Entire home/apt,260,30,39,11/28/2023,2.33,2,365,25,
11139469,Townhouse in Brooklyn,1,bedroom,2,1,private,Lex And Raun,Brooklyn,Bedford-Stuyvesant,40.67978,-73.91675,Private room,288,30,213,11/28/2023,2.23,2,365,22,
23565676,Home in Queens,2,bedrooms,2,1,bath,Tony,Queens,Flushing,40.75639,-73.83165,Entire home/apt,249,30,153,11/28/2023,2.2,7,0,28,
49175224,Rental unit in New York,1,bedroom,1,1,shared,Jonathan And Jackeline,Manhattan,Washington Heights,40.85653,-73.92826,Private room,50,30,63,11/28/2023,2.18,2,0,62,
47292906,Rental unit in Brooklyn,2,bedrooms,3,1,bath,Zahida,Brooklyn,Sunset Park,40.66206,-73.99336,Entire home/apt,145,30,70,11/28/2023,2.15,2,365,21,
9.43447E+17,Serviced apartment in New York,1,bedroom,1,2,baths,Bp,Manhattan,Upper East Side,40.77494567,-73.94850616,Private room,45,30,10,11/28/2023,2.1,3,365,10,
1205103,Rental unit in Brooklyn,1,bedroom,1,1,bath,Allon,Brooklyn,Fort Greene,40.6934,-73.97319,Entire home/apt,150,30,260,11/28/2023,2.02,1,302,6,
53817954,Bed and breakfast in Queens,1,bedroom,1,1,private,Rosie,Queens,Woodhaven,40.69438,-73.85424,Private room,72,30,46,11/28/2023,1.97,2,279,23,
53200297,Rental unit in New York,2,bedrooms,2,1,bath,Elizabeth,Manhattan,Chinatown,40.71745104,-73.99586608,Entire home/apt,109,30,44,11/28/2023,1.94,1,171,24,
1304459,Loft in Brooklyn,1,bedroom,2,1,bath,Paco & Pamela,Brooklyn,Williamsburg,40.70931,-73.95011,Entire home/apt,150,31,211,11/28/2023,1.77,1,241,41,
13218139,Home in New York,3,bedrooms,4,2,baths,Mimi & Andres,Manhattan,Midtown,40.7659,-73.98,Entire home/apt,565,30,151,11/28/2023,1.68,1,228,29,
40731114,Rental unit in Brooklyn,1,bedroom,2,1,bath,John,Brooklyn,Brooklyn Heights,40.69223,-73.9926,Entire home/apt,130,30,80,11/28/2023,1.64,2,74,15,
6.70162E+17,Condo in New York,1,bedroom,1,1,shared,Sonny,Manhattan,Chelsea,40.75035,-73.99382,Private room,103,30,27,11/28/2023,1.57,4,365,17,
